County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total Votes
Henry,Kelleytown,3452.0,335.0,1067.0,220.0,0.0,1622.0,121.0,688.0,292.0,0.0,1101.0,15.0,29.0,10.0,0.0,54.0,2777.0
Henry,Lighthouse,3693.0,124.0,584.0,196.0,0.0,904.0,177.0,1114.0,436.0,0.0,1727.0,8.0,36.0,22.0,0.0,66.0,2697.0
Henry,Dutchtown,2751.0,123.0,602.0,208.0,0.0,933.0,132.0,565.0,332.0,2.0,1031.0,15.0,22.0,11.0,0.0,48.0,2012.0
Henry,Mt Bethel,3535.0,624.0,1068.0,159.0,1.0,1852.0,151.0,391.0,206.0,0.0,748.0,20.0,21.0,8.0,0.0,49.0,2649.0
Henry,Grove Park,4079.0,257.0,1009.0,170.0,1.0,1437.0,190.0,710.0,340.0,1.0,1241.0,14.0,34.0,11.0,0.0,59.0,2737.0
Henry,Lake Haven,4260.0,280.0,1031.0,253.0,2.0,1566.0,179.0,909.0,374.0,0.0,1462.0,15.0,29.0,16.0,0.0,60.0,3088.0
Henry,McDonough Central,4250.0,88.0,749.0,318.0,0.0,1155.0,206.0,1084.0,484.0,0.0,1774.0,14.0,42.0,13.0,0.0,69.0,2998.0
Henry,Timberridge,2096.0,237.0,575.0,137.0,2.0,951.0,76.0,404.0,176.0,0.0,656.0,11.0,15.0,11.0,0.0,37.0,1644.0
Columbia,Kiokee Baptist Church,2541.0,449.0,1147.0,177.0,0.0,1773.0,42.0,138.0,103.0,0.0,283.0,9.0,16.0,9.0,0.0,34.0,2090.0
Columbia,Lewis Methodist Church,3737.0,408.0,1059.0,257.0,1.0,1725.0,133.0,574.0,370.0,1.0,1078.0,28.0,33.0,12.0,0.0,73.0,2876.0
Columbia,Woodlawn Baptist Church,1290.0,164.0,453.0,101.0,0.0,718.0,29.0,140.0,95.0,0.0,264.0,9.0,9.0,3.0,0.0,21.0,1003.0
Columbia,Patriots Park,4046.0,348.0,1342.0,189.0,0.0,1879.0,128.0,647.0,319.0,0.0,1094.0,22.0,40.0,16.0,0.0,78.0,3051.0
Columbia,New Life Church,4438.0,337.0,952.0,169.0,0.0,1458.0,216.0,988.0,390.0,2.0,1596.0,42.0,51.0,30.0,0.0,123.0,3177.0
Columbia,Harlem Branch Library,2642.0,359.0,855.0,168.0,2.0,1384.0,79.0,231.0,131.0,0.0,441.0,15.0,29.0,8.0,0.0,52.0,1877.0
Columbia,Harlem Senior Center,1819.0,301.0,450.0,67.0,0.0,818.0,108.0,231.0,169.0,0.0,508.0,21.0,19.0,6.0,0.0,46.0,1372.0
Columbia,Second Mt Moriah Baptist Church1027,1027.0,165.0,392.0,64.0,1.0,622.0,18.0,73.0,48.0,0.0,139.0,9.0,15.0,5.0,0.0,29.0,790.0
Columbia,Bessie Thomas Center,799.0,113.0,358.0,52.0,2.0,525.0,10.0,46.0,25.0,0.0,81.0,4.0,9.0,3.0,0.0,16.0,622.0
Columbia,Philadelphia Church,2355.0,208.0,622.0,118.0,0.0,948.0,115.0,403.0,178.0,1.0,697.0,18.0,36.0,14.0,0.0,68.0,1713.0
Columbia,Liberty Park-Grovetown,3410.0,269.0,639.0,138.0,2.0,1048.0,224.0,595.0,297.0,0.0,1116.0,21.0,38.0,11.0,2.0,72.0,2236.0
Columbia,Grovetown Methodist Church,2736.0,196.0,305.0,101.0,1.0,603.0,248.0,507.0,241.0,5.0,1001.0,12.0,23.0,12.0,1.0,48.0,1652.0
Columbia,G A Apostolic Church,1701.0,241.0,378.0,114.0,0.0,733.0,80.0,232.0,136.0,1.0,449.0,8.0,17.0,11.0,0.0,36.0,1218.0
Columbia,Grovetown Public Safety Station 23696,23696.0,237.0,659.0,126.0,1.0,1023.0,218.0,755.0,391.0,1.0,1365.0,25.0,50.0,18.0,0.0,93.0,2481.0
Columbia,Grove First Baptist Church,2954.0,179.0,515.0,84.0,0.0,778.0,152.0,668.0,290.0,1.0,1111.0,14.0,32.0,17.0,0.0,63.0,1952.0
Columbia,Eubank-Blanchard Center,1576.0,374.0,491.0,74.0,1.0,940.0,83.0,111.0,75.0,0.0,269.0,8.0,5.0,3.0,0.0,16.0,1225.0
Columbia,Second Mt Carmel Baptist Church731,731.0,108.0,141.0,22.0,0.0,271.0,122.0,73.0,85.0,0.0,280.0,0.0,1.0,1.0,0.0,2.0,553.0
Columbia,Damascus Baptist Church,1023.0,353.0,298.0,66.0,1.0,718.0,30.0,35.0,25.0,0.0,90.0,7.0,4.0,2.0,0.0,13.0,821.0
Columbia,Col Cty Bd of Edu,2143.0,220.0,688.0,149.0,3.0,1060.0,93.0,286.0,160.0,0.0,539.0,15.0,19.0,3.0,0.0,37.0,1636.0
Columbia,Greenbrier High,3369.0,493.0,1203.0,217.0,3.0,1916.0,96.0,359.0,266.0,1.0,722.0,15.0,28.0,14.0,0.0,57.0,2695.0
Columbia,Parkway Baptist Church,4596.0,587.0,1493.0,255.0,2.0,2337.0,153.0,722.0,350.0,1.0,1226.0,28.0,33.0,9.0,0.0,70.0,3633.0
Columbia,Riverview Church,1320.0,149.0,457.0,89.0,0.0,695.0,56.0,167.0,130.0,0.0,353.0,9.0,8.0,5.0,0.0,22.0,1070.0
Columbia,Grace Baptist Church,3558.0,404.0,983.0,172.0,0.0,1559.0,128.0,646.0,333.0,0.0,1107.0,24.0,33.0,7.0,0.0,64.0,2730.0
Columbia,Christ Sanctified,2521.0,347.0,749.0,172.0,1.0,1269.0,100.0,271.0,172.0,0.0,543.0,16.0,25.0,6.0,0.0,47.0,1859.0
Columbia,Blanchard Park,2026.0,240.0,405.0,135.0,2.0,782.0,107.0,304.0,169.0,0.0,580.0,12.0,16.0,12.0,0.0,40.0,1402.0
Columbia,Belair Baptist Church,2440.0,336.0,593.0,162.0,1.0,1092.0,130.0,327.0,197.0,1.0,655.0,23.0,17.0,11.0,0.0,51.0,1798.0
Columbia,Marvin Methodist,1937.0,323.0,388.0,136.0,0.0,847.0,131.0,187.0,182.0,0.0,500.0,13.0,13.0,6.0,0.0,32.0,1379.0
Columbia,Westside Baptist Church,1516.0,276.0,412.0,181.0,0.0,869.0,69.0,112.0,129.0,0.0,310.0,12.0,8.0,4.0,0.0,24.0,1203.0
Columbia,Trinity Baptist Church,2836.0,441.0,785.0,252.0,2.0,1480.0,121.0,243.0,183.0,1.0,548.0,19.0,15.0,10.0,0.0,44.0,2072.0
Columbia,Abilene Baptist,2046.0,299.0,494.0,158.0,0.0,951.0,90.0,198.0,165.0,0.0,453.0,16.0,12.0,7.0,0.0,35.0,1439.0
Columbia,Augusta Christian,2179.0,323.0,510.0,175.0,0.0,1008.0,123.0,241.0,211.0,1.0,576.0,14.0,21.0,5.0,0.0,40.0,1624.0
Columbia,Savannah Rapids Pavilion,1549.0,139.0,615.0,248.0,0.0,1002.0,31.0,135.0,190.0,0.0,356.0,4.0,6.0,5.0,0.0,15.0,1373.0
Columbia,Gospel Water Branch,2096.0,247.0,644.0,145.0,2.0,1038.0,110.0,278.0,226.0,1.0,615.0,3.0,9.0,8.0,0.0,20.0,1673.0
Columbia,Genesis Church,1830.0,244.0,529.0,176.0,0.0,949.0,68.0,194.0,172.0,1.0,435.0,19.0,12.0,6.0,0.0,37.0,1421.0
Columbia,Stevens Creek Church,2760.0,378.0,939.0,261.0,1.0,1579.0,96.0,309.0,282.0,0.0,687.0,9.0,17.0,4.0,0.0,30.0,2296.0
Columbia,Mtz Col Fire Hdqtr,1291.0,197.0,237.0,71.0,1.0,506.0,99.0,117.0,87.0,0.0,303.0,17.0,3.0,5.0,0.0,25.0,834.0
Columbia,Lakeside Middle,1923.0,263.0,483.0,86.0,0.0,832.0,100.0,246.0,139.0,1.0,486.0,16.0,19.0,7.0,0.0,42.0,1360.0
Columbia,Martinez Baptist,1962.0,323.0,332.0,109.0,0.0,764.0,150.0,218.0,141.0,0.0,509.0,16.0,19.0,1.0,0.0,36.0,1309.0
Columbia,Gold Cross EMS,1889.0,227.0,475.0,295.0,4.0,1001.0,65.0,151.0,134.0,1.0,351.0,18.0,11.0,3.0,0.0,32.0,1384.0
Columbia,Church of Our Savior,2310.0,305.0,479.0,185.0,3.0,972.0,157.0,249.0,223.0,2.0,631.0,19.0,13.0,7.0,0.0,39.0,1642.0
Columbia,West Acres Baptist,2424.0,312.0,753.0,165.0,1.0,1231.0,87.0,255.0,202.0,0.0,544.0,4.0,18.0,9.0,0.0,31.0,1806.0
Columbia,Journey Comm Church,1268.0,161.0,510.0,138.0,2.0,811.0,37.0,100.0,83.0,0.0,220.0,3.0,9.0,2.0,1.0,15.0,1046.0
Columbia,Wesley Methodist,2434.0,310.0,809.0,187.0,3.0,1309.0,103.0,285.0,163.0,1.0,552.0,13.0,18.0,9.0,0.0,40.0,1901.0
Columbia,Col Cty Main Library,2106.0,191.0,683.0,136.0,0.0,1010.0,66.0,284.0,178.0,1.0,529.0,5.0,11.0,9.0,0.0,25.0,1564.0
Columbia,Christ Church Presbyterian,2081.0,281.0,743.0,150.0,1.0,1175.0,70.0,241.0,151.0,1.0,463.0,6.0,12.0,5.0,0.0,23.0,1661.0
Columbia,Blue Ridge Elementary,2301.0,264.0,606.0,143.0,0.0,1013.0,125.0,282.0,176.0,1.0,584.0,31.0,21.0,5.0,0.0,57.0,1654.0
Columbia,Christ The King Luth Church,2148.0,207.0,757.0,234.0,1.0,1199.0,41.0,262.0,217.0,0.0,520.0,7.0,7.0,1.0,0.0,15.0,1734.0
Madison,Colbert,3342.0,452.0,982.0,223.0,0.0,1657.0,144.0,321.0,215.0,0.0,680.0,20.0,13.0,17.0,0.0,50.0,2387.0
Madison,Collins,647.0,191.0,161.0,44.0,0.0,396.0,13.0,23.0,19.0,0.0,55.0,4.0,7.0,0.0,0.0,11.0,462.0
Madison,Comer,1441.0,235.0,372.0,88.0,0.0,695.0,91.0,127.0,140.0,0.0,358.0,10.0,6.0,10.0,0.0,26.0,1079.0
Madison,Danielsville,3003.0,281.0,1189.0,269.0,0.0,1739.0,49.0,171.0,132.0,0.0,352.0,20.0,18.0,11.0,0.0,49.0,2140.0
Madison,Fork,566.0,159.0,78.0,21.0,0.0,258.0,31.0,58.0,43.0,0.0,132.0,6.0,4.0,2.0,0.0,12.0,402.0
Madison,Harrison,610.0,236.0,146.0,57.0,0.0,439.0,8.0,19.0,6.0,0.0,33.0,3.0,4.0,2.0,0.0,9.0,481.0
Madison,Hull,4376.0,531.0,1062.0,351.0,1.0,1945.0,209.0,446.0,286.0,1.0,942.0,30.0,30.0,16.0,0.0,76.0,2963.0
Madison,Ila,1746.0,293.0,529.0,146.0,0.0,968.0,40.0,54.0,64.0,0.0,158.0,11.0,19.0,12.0,0.0,42.0,1168.0
Madison,Mill,1646.0,320.0,596.0,132.0,1.0,1049.0,36.0,69.0,64.0,0.0,169.0,8.0,6.0,6.0,0.0,20.0,1238.0
Madison,Paoli,267.0,104.0,65.0,22.0,0.0,191.0,9.0,8.0,10.0,0.0,27.0,0.0,0.0,1.0,0.0,1.0,219.0
Madison,Pittman,1949.0,359.0,555.0,208.0,0.0,1122.0,66.0,115.0,103.0,0.0,284.0,14.0,10.0,8.0,0.0,32.0,1438.0
Madison,Poca,1127.0,275.0,304.0,98.0,0.0,677.0,25.0,44.0,44.0,0.0,113.0,14.0,10.0,7.0,0.0,31.0,821.0
Grady,Blowing Cave,916.0,171.0,287.0,40.0,2.0,500.0,26.0,52.0,28.0,4.0,110.0,5.0,3.0,0.0,0.0,8.0,618.0
Grady,Cairo 4th District,2532.0,48.0,193.0,80.0,0.0,321.0,191.0,680.0,340.0,3.0,1214.0,3.0,8.0,5.0,0.0,16.0,1551.0
Grady,Cairo 5th District,2606.0,161.0,644.0,185.0,1.0,991.0,112.0,401.0,178.0,3.0,694.0,7.0,16.0,4.0,0.0,27.0,1712.0
Grady,Duncanville,470.0,81.0,126.0,32.0,0.0,239.0,11.0,50.0,52.0,0.0,113.0,0.0,3.0,2.0,0.0,5.0,357.0
Grady,Higdon,854.0,175.0,156.0,83.0,0.0,414.0,59.0,63.0,75.0,0.0,197.0,4.0,1.0,0.0,0.0,5.0,616.0
Grady,Limesink,320.0,60.0,111.0,25.0,0.0,196.0,2.0,20.0,19.0,0.0,41.0,2.0,0.0,1.0,0.0,3.0,240.0
Grady,Midway,1412.0,199.0,424.0,128.0,2.0,753.0,37.0,108.0,77.0,0.0,222.0,4.0,6.0,2.0,0.0,12.0,987.0
Grady,Pine Park,1003.0,156.0,237.0,57.0,2.0,452.0,58.0,102.0,45.0,0.0,205.0,5.0,5.0,3.0,0.0,13.0,670.0
Grady,Ragan,475.0,102.0,110.0,45.0,0.0,257.0,15.0,46.0,41.0,0.0,102.0,2.0,1.0,1.0,0.0,4.0,363.0
Grady,Spence,758.0,210.0,189.0,66.0,0.0,465.0,16.0,22.0,24.0,0.0,62.0,2.0,3.0,2.0,0.0,7.0,534.0
Grady,Spring Hill,561.0,117.0,205.0,46.0,0.0,368.0,6.0,22.0,26.0,0.0,54.0,3.0,2.0,2.0,0.0,7.0,429.0
Grady,Whigham,1226.0,218.0,311.0,91.0,0.0,620.0,44.0,99.0,45.0,0.0,188.0,4.0,4.0,3.0,0.0,11.0,819.0
Grady,Woodland,2309.0,304.0,894.0,195.0,0.0,1393.0,43.0,132.0,88.0,0.0,263.0,10.0,14.0,4.0,0.0,28.0,1684.0
Appling,1B,1309.0,241.0,469.0,117.0,1.0,828.0,30.0,58.0,46.0,0.0,134.0,3.0,12.0,1.0,0.0,16.0,978.0
Appling,1C,848.0,170.0,343.0,64.0,2.0,579.0,17.0,17.0,10.0,0.0,44.0,2.0,4.0,0.0,0.0,6.0,629.0
Appling,2,2251.0,136.0,299.0,79.0,0.0,514.0,160.0,437.0,265.0,2.0,864.0,10.0,21.0,1.0,0.0,32.0,1410.0
Appling,3A1,793.0,225.0,287.0,58.0,0.0,570.0,8.0,7.0,10.0,0.0,25.0,0.0,3.0,2.0,0.0,5.0,600.0
Appling,3C,1566.0,103.0,593.0,123.0,0.0,819.0,50.0,130.0,101.0,0.0,281.0,8.0,9.0,5.0,0.0,22.0,1122.0
Appling,4B,866.0,252.0,316.0,71.0,0.0,639.0,4.0,12.0,9.0,0.0,25.0,0.0,2.0,0.0,0.0,2.0,666.0
Appling,4D,1493.0,236.0,634.0,150.0,1.0,1021.0,21.0,67.0,41.0,0.0,129.0,2.0,8.0,5.0,0.0,15.0,1165.0
Appling,5A,1147.0,137.0,437.0,84.0,2.0,660.0,18.0,58.0,38.0,1.0,115.0,2.0,10.0,5.0,0.0,17.0,792.0
Appling,5B,1126.0,186.0,396.0,91.0,3.0,676.0,44.0,59.0,33.0,0.0,136.0,6.0,5.0,2.0,0.0,13.0,825.0
Wilkinson,Bloodworth,434.0,183.0,103.0,20.0,0.0,306.0,14.0,13.0,11.0,0.0,38.0,2.0,2.0,2.0,0.0,6.0,350.0
Wilkinson,Griffin,184.0,79.0,31.0,12.0,0.0,122.0,13.0,5.0,14.0,0.0,32.0,1.0,0.0,0.0,0.0,1.0,155.0
Wilkinson,High Hill,173.0,72.0,29.0,8.0,0.0,109.0,11.0,12.0,5.0,0.0,28.0,0.0,0.0,1.0,0.0,1.0,138.0
Wilkinson,Irwinton,875.0,72.0,191.0,19.0,1.0,283.0,43.0,199.0,103.0,0.0,345.0,4.0,9.0,1.0,0.0,14.0,642.0
Wilkinson,Ivey,960.0,300.0,190.0,45.0,2.0,537.0,37.0,38.0,20.0,0.0,95.0,4.0,6.0,1.0,0.0,11.0,643.0
Wilkinson,Lord,735.0,145.0,141.0,23.0,0.0,309.0,72.0,86.0,67.0,0.0,225.0,5.0,3.0,5.0,0.0,13.0,547.0
Wilkinson,Midway,938.0,30.0,83.0,12.0,0.0,125.0,93.0,246.0,174.0,3.0,516.0,0.0,2.0,4.0,0.0,6.0,647.0
Wilkinson,Ramah,1709.0,236.0,260.0,82.0,0.0,578.0,198.0,279.0,164.0,0.0,641.0,12.0,3.0,4.0,0.0,19.0,1238.0
Wilkinson,Turkey Creek,462.0,150.0,71.0,18.0,0.0,239.0,44.0,36.0,17.0,0.0,97.0,4.0,2.0,2.0,0.0,8.0,344.0
Crisp,Arabi,785.0,161.0,258.0,40.0,0.0,459.0,33.0,44.0,27.0,0.0,104.0,4.0,2.0,0.0,0.0,6.0,569.0
Crisp,Coney,859.0,125.0,418.0,84.0,0.0,627.0,16.0,36.0,29.0,0.0,81.0,0.0,3.0,1.0,0.0,4.0,712.0
Crisp,Cordele,8897.0,292.0,1811.0,452.0,4.0,2559.0,476.0,1292.0,727.0,0.0,2495.0,26.0,43.0,17.0,0.0,86.0,5140.0
Crisp,Jamestown,1196.0,208.0,492.0,138.0,0.0,838.0,14.0,49.0,34.0,1.0,98.0,1.0,3.0,0.0,0.0,4.0,940.0
Crisp,Listonia,817.0,192.0,298.0,81.0,0.0,571.0,6.0,13.0,12.0,0.0,31.0,2.0,2.0,1.0,0.0,5.0,607.0
Lanier,Lakeland,5462.0,469.0,1764.0,248.0,0.0,2481.0,187.0,488.0,269.0,0.0,944.0,32.0,46.0,16.0,0.0,94.0,3519.0
Whitfield,1A,2533.0,180.0,311.0,151.0,3.0,645.0,161.0,320.0,159.0,0.0,640.0,13.0,18.0,11.0,0.0,42.0,1327.0
Whitfield,2A,3090.0,319.0,884.0,253.0,5.0,1461.0,145.0,330.0,167.0,1.0,643.0,15.0,23.0,8.0,0.0,46.0,2150.0
Whitfield,3A,2221.0,238.0,575.0,188.0,0.0,1001.0,97.0,261.0,157.0,0.0,515.0,12.0,12.0,7.0,0.0,31.0,1547.0
Whitfield,4A,2586.0,255.0,722.0,208.0,0.0,1185.0,152.0,330.0,171.0,1.0,654.0,13.0,17.0,10.0,0.0,40.0,1879.0
Whitfield,5A,2238.0,133.0,149.0,57.0,2.0,341.0,233.0,360.0,148.0,3.0,744.0,11.0,21.0,7.0,0.0,39.0,1124.0
Whitfield,6A,1690.0,95.0,117.0,40.0,0.0,252.0,205.0,246.0,80.0,2.0,533.0,13.0,14.0,6.0,0.0,33.0,818.0
Whitfield,AN,2474.0,221.0,355.0,86.0,5.0,667.0,163.0,304.0,124.0,1.0,592.0,17.0,12.0,3.0,0.0,32.0,1291.0
Whitfield,CA,1953.0,462.0,372.0,96.0,1.0,931.0,88.0,106.0,53.0,2.0,249.0,17.0,15.0,3.0,0.0,35.0,1215.0
Whitfield,CO,1431.0,432.0,299.0,81.0,7.0,819.0,56.0,62.0,52.0,0.0,170.0,16.0,5.0,3.0,0.0,24.0,1013.0
Whitfield,DG,3295.0,493.0,795.0,242.0,4.0,1534.0,194.0,284.0,170.0,0.0,648.0,27.0,25.0,20.0,0.0,72.0,2254.0
Whitfield,ES,1702.0,232.0,301.0,76.0,0.0,609.0,105.0,138.0,82.0,0.0,325.0,9.0,10.0,7.0,0.0,26.0,960.0
Whitfield,FI,2146.0,390.0,457.0,95.0,2.0,944.0,109.0,197.0,83.0,0.0,389.0,19.0,18.0,8.0,0.0,45.0,1378.0
Whitfield,GL,2510.0,329.0,508.0,146.0,1.0,984.0,194.0,259.0,129.0,1.0,583.0,21.0,22.0,3.0,0.0,46.0,1613.0
Whitfield,LT,1148.0,282.0,401.0,72.0,1.0,756.0,19.0,57.0,26.0,1.0,103.0,4.0,6.0,1.0,0.0,11.0,870.0
Whitfield,MC,1659.0,461.0,473.0,88.0,1.0,1023.0,45.0,72.0,53.0,0.0,170.0,18.0,11.0,3.0,0.0,32.0,1225.0
Whitfield,NI,2456.0,589.0,644.0,159.0,1.0,1393.0,90.0,100.0,79.0,1.0,270.0,18.0,11.0,10.0,0.0,39.0,1702.0
Whitfield,PG,4721.0,583.0,1364.0,360.0,4.0,2311.0,225.0,394.0,242.0,3.0,864.0,26.0,46.0,16.0,1.0,89.0,3264.0
Whitfield,TH,3836.0,685.0,1082.0,251.0,2.0,2020.0,113.0,248.0,166.0,0.0,527.0,31.0,28.0,18.0,0.0,77.0,2624.0
Whitfield,TI,775.0,258.0,122.0,29.0,0.0,409.0,36.0,26.0,20.0,1.0,83.0,11.0,4.0,3.0,0.0,18.0,510.0
Whitfield,TR,1335.0,330.0,441.0,105.0,0.0,876.0,38.0,50.0,53.0,0.0,141.0,13.0,7.0,4.0,0.0,24.0,1041.0
Whitfield,UT,1053.0,343.0,249.0,67.0,0.0,659.0,47.0,28.0,35.0,0.0,110.0,16.0,2.0,1.0,0.0,19.0,788.0
Whitfield,VA,5250.0,937.0,1561.0,374.0,2.0,2874.0,175.0,411.0,226.0,0.0,812.0,34.0,38.0,13.0,0.0,85.0,3771.0
Whitfield,WS,2647.0,466.0,775.0,220.0,3.0,1464.0,77.0,216.0,118.0,1.0,412.0,24.0,23.0,10.0,0.0,57.0,1933.0
Bryan,Pembroke,2653.0,235.0,729.0,125.0,0.0,1089.0,109.0,332.0,106.0,0.0,547.0,15.0,25.0,8.0,0.0,48.0,1684.0
Bryan,Danielsiding,2291.0,229.0,817.0,147.0,0.0,1193.0,48.0,198.0,162.0,0.0,408.0,21.0,32.0,13.0,0.0,66.0,1667.0
Bryan,Ellabell,2341.0,367.0,786.0,114.0,1.0,1268.0,63.0,144.0,92.0,0.0,299.0,17.0,14.0,5.0,0.0,36.0,1603.0
Bryan,Black Creek,2995.0,344.0,911.0,154.0,1.0,1410.0,93.0,205.0,97.0,0.0,395.0,13.0,19.0,9.0,0.0,41.0,1846.0
Bryan,Ways Station,1974.0,169.0,455.0,69.0,1.0,694.0,71.0,269.0,185.0,1.0,526.0,10.0,24.0,6.0,0.0,40.0,1260.0
Bryan,RH Rec Complex,3264.0,200.0,791.0,126.0,1.0,1118.0,116.0,473.0,269.0,0.0,858.0,13.0,39.0,17.0,0.0,69.0,2045.0
Bryan,JF Gregory Park,2885.0,148.0,1301.0,209.0,0.0,1658.0,40.0,311.0,183.0,0.0,534.0,11.0,41.0,3.0,0.0,55.0,2247.0
Bryan,Keller,4270.0,310.0,1711.0,205.0,0.0,2226.0,90.0,547.0,311.0,0.0,948.0,10.0,53.0,19.0,0.0,82.0,3256.0
Bryan,Hwy 144 East,5365.0,318.0,1862.0,321.0,0.0,2501.0,129.0,840.0,377.0,1.0,1347.0,17.0,69.0,19.0,0.0,105.0,3953.0
Bryan,Public Safety Complex,2570.0,198.0,620.0,92.0,0.0,910.0,94.0,360.0,180.0,1.0,635.0,19.0,29.0,9.0,0.0,57.0,1602.0
Troup,Hollis Hand,3554.0,449.0,1153.0,449.0,1.0,2052.0,108.0,308.0,212.0,2.0,630.0,18.0,19.0,14.0,0.0,51.0,2733.0
Troup,Administration Bldg,3907.0,157.0,366.0,133.0,3.0,659.0,366.0,575.0,414.0,4.0,1359.0,22.0,10.0,10.0,1.0,43.0,2061.0
Troup,Hammett Rd,4354.0,260.0,565.0,210.0,2.0,1037.0,422.0,808.0,428.0,4.0,1662.0,17.0,22.0,9.0,0.0,48.0,2747.0
Troup,Griggs Center,2457.0,28.0,59.0,28.0,2.0,117.0,352.0,411.0,324.0,3.0,1090.0,10.0,6.0,10.0,0.0,26.0,1233.0
Troup,West Point,2054.0,174.0,197.0,76.0,3.0,450.0,335.0,199.0,278.0,3.0,815.0,9.0,7.0,3.0,0.0,19.0,1284.0
Troup,Hogansville,3806.0,317.0,1233.0,232.0,3.0,1785.0,135.0,463.0,232.0,1.0,831.0,19.0,27.0,13.0,0.0,59.0,2675.0
Troup,East Vernon,3117.0,597.0,1023.0,327.0,4.0,1951.0,90.0,197.0,133.0,3.0,423.0,16.0,20.0,9.0,0.0,45.0,2419.0
Troup,Rosemont,3893.0,564.0,1514.0,405.0,3.0,2486.0,77.0,281.0,184.0,1.0,543.0,15.0,23.0,12.0,0.0,50.0,3079.0
Troup,McClendon,3533.0,503.0,1347.0,269.0,7.0,2126.0,117.0,317.0,177.0,1.0,612.0,12.0,22.0,5.0,0.0,39.0,2777.0
Troup,Long Cane,3249.0,602.0,945.0,214.0,3.0,1764.0,149.0,293.0,169.0,0.0,611.0,18.0,11.0,6.0,1.0,36.0,2411.0
Troup,Gardner Newman,2876.0,240.0,748.0,206.0,5.0,1199.0,179.0,472.0,207.0,1.0,859.0,12.0,18.0,4.0,0.0,34.0,2092.0
Troup,Gray Hill,1878.0,450.0,426.0,94.0,6.0,976.0,114.0,137.0,98.0,0.0,349.0,16.0,8.0,5.0,1.0,30.0,1355.0
Troup,Highland,1686.0,118.0,308.0,80.0,0.0,506.0,107.0,305.0,166.0,2.0,580.0,6.0,10.0,11.0,0.0,27.0,1113.0
Troup,Northside,2600.0,197.0,672.0,180.0,5.0,1054.0,185.0,352.0,209.0,1.0,747.0,15.0,11.0,3.0,0.0,29.0,1830.0
Liberty,Riceboro Youth Center,1083.0,30.0,108.0,21.0,0.0,159.0,101.0,319.0,198.0,0.0,618.0,2.0,6.0,2.0,0.0,10.0,787.0
Liberty,Lyman Hall School,4542.0,126.0,343.0,112.0,0.0,581.0,268.0,915.0,556.0,0.0,1739.0,32.0,43.0,21.0,0.0,96.0,2416.0
Liberty,Lewis Frasier School,4317.0,150.0,658.0,194.0,0.0,1002.0,204.0,1007.0,577.0,0.0,1788.0,12.0,31.0,22.0,0.0,65.0,2855.0
Liberty,Memorial Dr East,1976.0,45.0,128.0,50.0,0.0,223.0,108.0,416.0,270.0,0.0,794.0,12.0,11.0,10.0,0.0,33.0,1050.0
Liberty,Button Gwinnett,2304.0,76.0,90.0,37.0,0.0,203.0,72.0,134.0,90.0,0.0,296.0,10.0,14.0,16.0,0.0,40.0,539.0
Liberty,Town of Allenhurst,2398.0,85.0,225.0,78.0,0.0,388.0,157.0,701.0,334.0,0.0,1192.0,9.0,19.0,11.0,0.0,39.0,1619.0
Liberty,Hinesville,1984.0,77.0,339.0,99.0,0.0,515.0,86.0,328.0,190.0,0.0,604.0,9.0,15.0,15.0,0.0,39.0,1158.0
Liberty,Liberty County Complex,4379.0,214.0,990.0,161.0,0.0,1365.0,132.0,926.0,526.0,0.0,1584.0,11.0,32.0,17.0,0.0,60.0,3009.0
Liberty,Walthourville,3016.0,89.0,265.0,72.0,0.0,426.0,150.0,790.0,344.0,0.0,1284.0,20.0,20.0,15.0,0.0,55.0,1765.0
Liberty,Fleming West,505.0,27.0,51.0,16.0,0.0,94.0,39.0,122.0,89.0,0.0,250.0,1.0,2.0,1.0,0.0,4.0,348.0
Liberty,Fleming East,3239.0,347.0,954.0,192.0,0.0,1493.0,88.0,324.0,211.0,0.0,623.0,13.0,23.0,12.0,0.0,48.0,2164.0
Liberty,Gum Branch,3193.0,261.0,486.0,113.0,0.0,860.0,102.0,459.0,294.0,0.0,855.0,15.0,27.0,15.0,0.0,57.0,1772.0
Liberty,Hinesville Lodge 271,2646.0,97.0,229.0,93.0,0.0,419.0,161.0,564.0,343.0,0.0,1068.0,16.0,31.0,15.0,0.0,62.0,1549.0
Miller,Colquitt-Miller,3912.0,525.0,1258.0,262.0,2.0,2047.0,166.0,321.0,200.0,0.0,687.0,14.0,21.0,12.0,0.0,47.0,2781.0
