County,Precinct,Registered Voters,Marjorie Taylor Greene (Rep)_Election Day Votes,Marjorie Taylor Greene (Rep)_Advanced Voting Votes,Marjorie Taylor Greene (Rep)_Absentee by Mail Votes,Marjorie Taylor Greene (Rep)_Provisional Votes,Marjorie Taylor Greene (Rep)_Choice Total,Kevin Van Ausdal (Dem)_Election Day Votes,Kevin Van Ausdal (Dem)_Advanced Voting Votes,Kevin Van Ausdal (Dem)_Absentee by Mail Votes,Kevin Van Ausdal (Dem)_Provisional Votes,Kevin Van Ausdal (Dem)_Choice Total,Total Votes,"Earl L. """"Buddy"""" Carter (I) (Rep)_Election Day Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Advanced Voting Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Absentee by Mail Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Provisional Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Choice Total",Joyce Marie Griggs (Dem)_Election Day Votes,Joyce Marie Griggs (Dem)_Advanced Voting Votes,Joyce Marie Griggs (Dem)_Absentee by Mail Votes,Joyce Marie Griggs (Dem)_Provisional Votes,Joyce Marie Griggs (Dem)_Choice Total,Becky E. Hites (Rep)_Election Day Votes,Becky E. Hites (Rep)_Advanced Voting Votes,Becky E. Hites (Rep)_Absentee by Mail Votes,Becky E. Hites (Rep)_Provisional Votes,Becky E. Hites (Rep)_Choice Total,David Scott (I) (Dem)_Election Day Votes,David Scott (I) (Dem)_Advanced Voting Votes,David Scott (I) (Dem)_Absentee by Mail Votes,David Scott (I) (Dem)_Provisional Votes,David Scott (I) (Dem)_Choice Total,Barry Loudermilk (I) (Rep)_Election Day Votes,Barry Loudermilk (I) (Rep)_Advanced Voting Votes,Barry Loudermilk (I) (Rep)_Absentee by Mail Votes,Barry Loudermilk (I) (Rep)_Provisional Votes,Barry Loudermilk (I) (Rep)_Choice Total,Dana Barrett (Dem)_Election Day Votes,Dana Barrett (Dem)_Advanced Voting Votes,Dana Barrett (Dem)_Absentee by Mail Votes,Dana Barrett (Dem)_Provisional Votes,Dana Barrett (Dem)_Choice Total,Rick W. Allen (I) (Rep)_Election Day Votes,Rick W. Allen (I) (Rep)_Advanced Voting Votes,Rick W. Allen (I) (Rep)_Absentee by Mail Votes,Rick W. Allen (I) (Rep)_Provisional Votes,Rick W. Allen (I) (Rep)_Choice Total,Liz Johnson (Dem)_Election Day Votes,Liz Johnson (Dem)_Advanced Voting Votes,Liz Johnson (Dem)_Absentee by Mail Votes,Liz Johnson (Dem)_Provisional Votes,Liz Johnson (Dem)_Choice Total,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total
Fulton,UC02C,3614.0,,,,,,,,,,,1599.0,,,,,,,,,,,19.0,63.0,15.0,0.0,97.0,135.0,1224.0,131.0,12.0,1502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton,UC031,2745.0,,,,,,,,,,,1456.0,,,,,,,,,,,22.0,91.0,118.0,2.0,233.0,149.0,633.0,418.0,23.0,1223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton,UC032,393.0,,,,,,,,,,,260.0,,,,,,,,,,,5.0,14.0,16.0,0.0,35.0,19.0,130.0,75.0,1.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton,07A,7691.0,,,,,,,,,,,5305.0,,,,,,,,,,,,,,,,,,,,,363.0,1412.0,515.0,10.0,2300.0,268.0,1669.0,1055.0,13.0,3005.0,,,,,,,,,,,,,,,,,,,,
Fulton,07B,2952.0,,,,,,,,,,,2436.0,,,,,,,,,,,,,,,,,,,,,188.0,980.0,366.0,1.0,1535.0,46.0,463.0,392.0,0.0,901.0,,,,,,,,,,,,,,,,,,,,
Fulton,08A,3084.0,,,,,,,,,,,2339.0,,,,,,,,,,,,,,,,,,,,,174.0,746.0,270.0,4.0,1194.0,88.0,703.0,348.0,6.0,1145.0,,,,,,,,,,,,,,,,,,,,
Fulton,08B,3498.0,,,,,,,,,,,2726.0,,,,,,,,,,,,,,,,,,,,,167.0,1070.0,326.0,2.0,1565.0,49.0,712.0,400.0,0.0,1161.0,,,,,,,,,,,,,,,,,,,,
Fulton,08C,1500.0,,,,,,,,,,,1194.0,,,,,,,,,,,,,,,,,,,,,65.0,549.0,192.0,0.0,806.0,18.0,215.0,155.0,0.0,388.0,,,,,,,,,,,,,,,,,,,,
Fulton,08D,1073.0,,,,,,,,,,,883.0,,,,,,,,,,,,,,,,,,,,,39.0,414.0,133.0,13.0,599.0,6.0,152.0,121.0,5.0,284.0,,,,,,,,,,,,,,,,,,,,
Fulton,08E,2568.0,,,,,,,,,,,2158.0,,,,,,,,,,,,,,,,,,,,,117.0,851.0,302.0,3.0,1273.0,37.0,446.0,402.0,0.0,885.0,,,,,,,,,,,,,,,,,,,,
Fulton,08N1,824.0,,,,,,,,,,,660.0,,,,,,,,,,,,,,,,,,,,,29.0,270.0,100.0,2.0,401.0,8.0,148.0,102.0,1.0,259.0,,,,,,,,,,,,,,,,,,,,
Fulton,08N2,1616.0,,,,,,,,,,,1181.0,,,,,,,,,,,,,,,,,,,,,52.0,302.0,169.0,1.0,524.0,41.0,371.0,245.0,0.0,657.0,,,,,,,,,,,,,,,,,,,,
Fulton,SS09A,3193.0,,,,,,,,,,,2569.0,,,,,,,,,,,,,,,,,,,,,182.0,836.0,441.0,0.0,1459.0,49.0,558.0,503.0,0.0,1110.0,,,,,,,,,,,,,,,,,,,,
Fulton,SS09B,3611.0,,,,,,,,,,,2913.0,,,,,,,,,,,,,,,,,,,,,132.0,1027.0,430.0,3.0,1592.0,43.0,734.0,543.0,1.0,1321.0,,,,,,,,,,,,,,,,,,,,
Fulton,SS11D,397.0,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,,21.0,104.0,35.0,0.0,160.0,5.0,83.0,64.0,0.0,152.0,,,,,,,,,,,,,,,,,,,,
Fulton,SS13A,2103.0,,,,,,,,,,,1497.0,,,,,,,,,,,,,,,,,,,,,88.0,476.0,152.0,2.0,718.0,77.0,449.0,250.0,3.0,779.0,,,,,,,,,,,,,,,,,,,,
Fulton,SS13B,1278.0,,,,,,,,,,,916.0,,,,,,,,,,,,,,,,,,,,,47.0,302.0,63.0,0.0,412.0,48.0,323.0,132.0,1.0,504.0,,,,,,,,,,,,,,,,,,,,
Fulton,SS14,1412.0,,,,,,,,,,,1164.0,,,,,,,,,,,,,,,,,,,,,90.0,501.0,171.0,1.0,763.0,10.0,233.0,158.0,0.0,401.0,,,,,,,,,,,,,,,,,,,,
Glynn,Sterling Elementary,4578.0,,,,,,,,,,,2963.0,407.0,1493.0,375.0,2.0,2277.0,99.0,330.0,256.0,1.0,686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Brookman,3460.0,,,,,,,,,,,2357.0,404.0,1113.0,211.0,2.0,1730.0,75.0,338.0,212.0,2.0,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Satilla Marshes,2824.0,,,,,,,,,,,2032.0,311.0,918.0,224.0,0.0,1453.0,83.0,287.0,209.0,0.0,579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Blythe Island Baptist,2529.0,,,,,,,,,,,1766.0,266.0,964.0,227.0,2.0,1459.0,48.0,165.0,94.0,0.0,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Christian Renewal,3699.0,,,,,,,,,,,3028.0,282.0,1450.0,468.0,3.0,2203.0,57.0,444.0,323.0,1.0,825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Hampton River,2823.0,,,,,,,,,,,2339.0,210.0,1181.0,358.0,2.0,1751.0,33.0,283.0,272.0,0.0,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,St William Catholic Church,4333.0,,,,,,,,,,,3487.0,277.0,1789.0,446.0,1.0,2513.0,51.0,538.0,384.0,1.0,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,First Baptist,4316.0,,,,,,,,,,,3370.0,290.0,1648.0,472.0,0.0,2410.0,72.0,523.0,363.0,2.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Jekyll Island,774.0,,,,,,,,,,,612.0,207.0,80.0,67.0,2.0,356.0,66.0,62.0,128.0,0.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Sterling Church of God,3925.0,,,,,,,,,,,2506.0,386.0,1097.0,243.0,3.0,1729.0,116.0,420.0,240.0,1.0,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,SE Baptist Bldg,2109.0,,,,,,,,,,,1266.0,209.0,565.0,128.0,1.0,903.0,74.0,182.0,106.0,1.0,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Career Academy,2960.0,,,,,,,,,,,1979.0,307.0,857.0,263.0,3.0,1430.0,78.0,276.0,195.0,0.0,549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,C B Greer School,3288.0,,,,,,,,,,,2232.0,322.0,967.0,262.0,2.0,1553.0,72.0,334.0,272.0,1.0,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Ballard,3286.0,,,,,,,,,,,1965.0,193.0,820.0,274.0,4.0,1291.0,127.0,345.0,201.0,1.0,674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Northside Baptist,3313.0,,,,,,,,,,,1943.0,188.0,436.0,174.0,0.0,798.0,192.0,579.0,374.0,0.0,1145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,The Chapel,2971.0,,,,,,,,,,,1604.0,141.0,409.0,143.0,1.0,694.0,107.0,468.0,334.0,1.0,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,College Place UMC,2367.0,,,,,,,,,,,1380.0,99.0,344.0,126.0,0.0,569.0,135.0,388.0,286.0,2.0,811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Howard Coffin Park,3320.0,,,,,,,,,,,1783.0,160.0,369.0,136.0,1.0,666.0,166.0,565.0,384.0,2.0,1117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Urbana-Perry Parks,3638.0,,,,,,,,,,,1708.0,60.0,99.0,56.0,1.0,216.0,294.0,698.0,498.0,2.0,1492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,Selden Park,1439.0,,,,,,,,,,,632.0,49.0,118.0,30.0,1.0,198.0,75.0,195.0,161.0,3.0,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee,Air Acres,3050.0,,,,,,,,,,,2458.0,,,,,,,,,,,,,,,,,,,,,432.0,763.0,382.0,1.0,1578.0,129.0,346.0,405.0,0.0,880.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Arnold Mill,4884.0,,,,,,,,,,,3887.0,,,,,,,,,,,,,,,,,,,,,771.0,1496.0,635.0,0.0,2902.0,158.0,397.0,430.0,0.0,985.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Avery,3592.0,,,,,,,,,,,2882.0,,,,,,,,,,,,,,,,,,,,,452.0,1402.0,495.0,1.0,2350.0,72.0,225.0,235.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Ball Ground,4065.0,,,,,,,,,,,2992.0,,,,,,,,,,,,,,,,,,,,,507.0,1715.0,324.0,1.0,2547.0,65.0,221.0,159.0,0.0,445.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Bascomb,4115.0,,,,,,,,,,,3103.0,,,,,,,,,,,,,,,,,,,,,579.0,1166.0,420.0,0.0,2165.0,153.0,425.0,360.0,0.0,938.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Bells,5906.0,,,,,,,,,,,4081.0,,,,,,,,,,,,,,,,,,,,,628.0,1179.0,529.0,1.0,2337.0,257.0,850.0,637.0,0.0,1744.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Booth,3899.0,,,,,,,,,,,3061.0,,,,,,,,,,,,,,,,,,,,,418.0,1265.0,486.0,0.0,2169.0,108.0,398.0,386.0,0.0,892.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Bradshaw,4491.0,,,,,,,,,,,3646.0,,,,,,,,,,,,,,,,,,,,,483.0,1694.0,640.0,0.0,2817.0,101.0,388.0,340.0,0.0,829.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Bridgemill,5113.0,,,,,,,,,,,4091.0,,,,,,,,,,,,,,,,,,,,,624.0,1857.0,610.0,0.0,3091.0,108.0,448.0,444.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Canton,8213.0,,,,,,,,,,,5639.0,,,,,,,,,,,,,,,,,,,,,621.0,2178.0,1084.0,0.0,3883.0,222.0,733.0,801.0,0.0,1756.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Carmel,4581.0,,,,,,,,,,,3018.0,,,,,,,,,,,,,,,,,,,,,497.0,855.0,405.0,1.0,1758.0,288.0,508.0,462.0,2.0,1260.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Clayton,4906.0,,,,,,,,,,,3637.0,,,,,,,,,,,,,,,,,,,,,728.0,1655.0,505.0,1.0,2889.0,107.0,321.0,320.0,0.0,748.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Conns Creek,895.0,,,,,,,,,,,667.0,,,,,,,,,,,,,,,,,,,,,262.0,282.0,62.0,0.0,606.0,20.0,17.0,24.0,0.0,61.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Deer Run,3035.0,,,,,,,,,,,2300.0,,,,,,,,,,,,,,,,,,,,,582.0,668.0,298.0,1.0,1549.0,133.0,339.0,279.0,0.0,751.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Dixie,5733.0,,,,,,,,,,,3920.0,,,,,,,,,,,,,,,,,,,,,541.0,1307.0,536.0,0.0,2384.0,276.0,680.0,580.0,0.0,1536.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Freehome,5790.0,,,,,,,,,,,4615.0,,,,,,,,,,,,,,,,,,,,,713.0,2197.0,798.0,0.0,3708.0,87.0,383.0,437.0,0.0,907.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Hickory Flat,7334.0,,,,,,,,,,,5783.0,,,,,,,,,,,,,,,,,,,,,766.0,2554.0,809.0,1.0,4130.0,181.0,828.0,644.0,0.0,1653.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Hightower,3483.0,,,,,,,,,,,2737.0,,,,,,,,,,,,,,,,,,,,,485.0,1426.0,420.0,0.0,2331.0,49.0,185.0,172.0,0.0,406.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Hillside,3155.0,,,,,,,,,,,2530.0,,,,,,,,,,,,,,,,,,,,,385.0,1086.0,395.0,0.0,1866.0,83.0,297.0,284.0,0.0,664.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Holly Springs,3262.0,,,,,,,,,,,2158.0,,,,,,,,,,,,,,,,,,,,,452.0,862.0,273.0,1.0,1588.0,121.0,265.0,184.0,0.0,570.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Kellogg,5482.0,,,,,,,,,,,3630.0,,,,,,,,,,,,,,,,,,,,,711.0,1240.0,494.0,2.0,2447.0,271.0,505.0,407.0,0.0,1183.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Liberty,8350.0,,,,,,,,,,,5876.0,,,,,,,,,,,,,,,,,,,,,788.0,2448.0,780.0,0.0,4016.0,276.0,904.0,680.0,0.0,1860.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Little River,7480.0,,,,,,,,,,,5844.0,,,,,,,,,,,,,,,,,,,,,656.0,1920.0,1150.0,1.0,3727.0,240.0,842.0,1035.0,0.0,2117.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Macedonia,4853.0,,,,,,,,,,,3908.0,,,,,,,,,,,,,,,,,,,,,635.0,1890.0,600.0,0.0,3125.0,107.0,345.0,331.0,0.0,783.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Mountain Road,3078.0,,,,,,,,,,,2402.0,,,,,,,,,,,,,,,,,,,,,551.0,903.0,349.0,1.0,1804.0,104.0,260.0,234.0,0.0,598.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Neese,7642.0,,,,,,,,,,,5469.0,,,,,,,,,,,,,,,,,,,,,749.0,1871.0,800.0,1.0,3421.0,281.0,914.0,853.0,0.0,2048.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Oak Grove,3749.0,,,,,,,,,,,2603.0,,,,,,,,,,,,,,,,,,,,,565.0,912.0,396.0,0.0,1873.0,143.0,290.0,297.0,0.0,730.0,,,,,,,,,,,,,,,,,,,,
Cherokee,R M Moore,3468.0,,,,,,,,,,,2547.0,,,,,,,,,,,,,,,,,,,,,667.0,1190.0,387.0,0.0,2244.0,61.0,118.0,124.0,0.0,303.0,,,,,,,,,,,,,,,,,,,,
Cherokee,R T Jones,2525.0,,,,,,,,,,,1533.0,,,,,,,,,,,,,,,,,,,,,189.0,667.0,178.0,1.0,1035.0,90.0,240.0,168.0,0.0,498.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Rosecreek,3748.0,,,,,,,,,,,2894.0,,,,,,,,,,,,,,,,,,,,,497.0,1167.0,403.0,0.0,2067.0,127.0,374.0,326.0,0.0,827.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Salacoa,727.0,,,,,,,,,,,511.0,,,,,,,,,,,,,,,,,,,,,265.0,120.0,58.0,0.0,443.0,22.0,15.0,31.0,0.0,68.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Sixes,3101.0,,,,,,,,,,,2481.0,,,,,,,,,,,,,,,,,,,,,427.0,1005.0,419.0,0.0,1851.0,78.0,279.0,273.0,0.0,630.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Sutallee,2540.0,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,685.0,759.0,258.0,0.0,1702.0,88.0,112.0,97.0,1.0,298.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Teasley,7981.0,,,,,,,,,,,5974.0,,,,,,,,,,,,,,,,,,,,,1073.0,2601.0,726.0,0.0,4400.0,285.0,732.0,556.0,1.0,1574.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Toonigh,6641.0,,,,,,,,,,,5015.0,,,,,,,,,,,,,,,,,,,,,694.0,2158.0,696.0,0.0,3548.0,184.0,744.0,539.0,0.0,1467.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Union Hill,4207.0,,,,,,,,,,,3389.0,,,,,,,,,,,,,,,,,,,,,813.0,1436.0,512.0,2.0,2763.0,97.0,257.0,272.0,0.0,626.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Univeter,5434.0,,,,,,,,,,,3994.0,,,,,,,,,,,,,,,,,,,,,561.0,2023.0,616.0,0.0,3200.0,100.0,410.0,284.0,0.0,794.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Victoria,3132.0,,,,,,,,,,,2268.0,,,,,,,,,,,,,,,,,,,,,545.0,873.0,292.0,0.0,1710.0,117.0,257.0,184.0,0.0,558.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Waleska,2875.0,,,,,,,,,,,2196.0,,,,,,,,,,,,,,,,,,,,,562.0,772.0,392.0,0.0,1726.0,68.0,152.0,250.0,0.0,470.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Wildcat,3215.0,,,,,,,,,,,2342.0,,,,,,,,,,,,,,,,,,,,,507.0,1010.0,256.0,0.0,1773.0,109.0,273.0,187.0,0.0,569.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Woodlands,3456.0,,,,,,,,,,,2615.0,,,,,,,,,,,,,,,,,,,,,632.0,670.0,331.0,0.0,1633.0,244.0,371.0,367.0,0.0,982.0,,,,,,,,,,,,,,,,,,,,
Cherokee,Woodstock,7345.0,,,,,,,,,,,5076.0,,,,,,,,,,,,,,,,,,,,,641.0,1766.0,716.0,1.0,3124.0,291.0,973.0,686.0,2.0,1952.0,,,,,,,,,,,,,,,,,,,,
Montgomery,Ailey,431.0,,,,,,,,,,,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,155.0,22.0,0.0,243.0,22.0,35.0,31.0,0.0,88.0,,,,,,,,,,
Montgomery,Alston,472.0,,,,,,,,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,148.0,33.0,0.0,318.0,9.0,25.0,9.0,0.0,43.0,,,,,,,,,,
Montgomery,Higgston,1340.0,,,,,,,,,,,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,421.0,81.0,0.0,770.0,42.0,92.0,65.0,0.0,199.0,,,,,,,,,,
Montgomery,Kibbee,532.0,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,150.0,59.0,0.0,375.0,3.0,8.0,15.0,0.0,26.0,,,,,,,,,,
Montgomery,Mount Vernon,1444.0,,,,,,,,,,,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,332.0,73.0,0.0,552.0,110.0,158.0,107.0,0.0,375.0,,,,,,,,,,
Montgomery,Tarrytown,333.0,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,95.0,33.0,0.0,241.0,10.0,3.0,2.0,0.0,15.0,,,,,,,,,,
Montgomery,Uvalda,911.0,,,,,,,,,,,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,190.0,54.0,0.0,443.0,47.0,54.0,52.0,0.0,153.0,,,,,,,,,,
Catoosa,Blackstock,1952.0,379.0,581.0,112.0,0.0,1072.0,47.0,109.0,55.0,1.0,212.0,1284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Boynton,6027.0,679.0,2416.0,377.0,2.0,3474.0,130.0,544.0,268.0,1.0,943.0,4417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Catoosa Keith,2611.0,493.0,850.0,167.0,0.0,1510.0,50.0,171.0,90.0,0.0,311.0,1821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Chambers,2552.0,327.0,1106.0,186.0,4.0,1623.0,59.0,187.0,91.0,0.0,337.0,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Ft Oglethorpe,4054.0,367.0,1286.0,291.0,1.0,1945.0,104.0,360.0,218.0,0.0,682.0,2627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Graysville,4501.0,552.0,1602.0,249.0,3.0,2406.0,111.0,336.0,189.0,0.0,636.0,3042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Lakeview,3572.0,337.0,1075.0,199.0,2.0,1613.0,90.0,256.0,132.0,1.0,479.0,2092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Poplar Springs,4191.0,467.0,1655.0,260.0,0.0,2382.0,78.0,322.0,176.0,1.0,577.0,2959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Ringgold,7414.0,578.0,2929.0,515.0,3.0,4025.0,153.0,736.0,377.0,0.0,1266.0,5291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Westside,5895.0,396.0,2084.0,403.0,2.0,2885.0,91.0,534.0,238.0,0.0,863.0,3748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catoosa,Woodstation,2946.0,521.0,1156.0,151.0,3.0,1831.0,79.0,186.0,105.0,0.0,370.0,2201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Davis,Hazlehurst,1406.0,,,,,,,,,,,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,223.0,58.0,0.0,388.0,102.0,190.0,94.0,0.0,386.0,,,,,,,,,,
Jeff Davis,Altamaha 1,703.0,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,300.0,48.0,0.0,435.0,12.0,44.0,10.0,0.0,66.0,,,,,,,,,,
Jeff Davis,Altamaha 2,1249.0,,,,,,,,,,,925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,479.0,81.0,0.0,882.0,16.0,20.0,7.0,0.0,43.0,,,,,,,,,,
Jeff Davis,Blackburn 1,870.0,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,219.0,41.0,0.0,359.0,25.0,52.0,35.0,0.0,112.0,,,,,,,,,,
Jeff Davis,Blackburn 2,722.0,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,250.0,57.0,0.0,480.0,5.0,13.0,7.0,0.0,25.0,,,,,,,,,,
Jeff Davis,Whitehead 1,988.0,,,,,,,,,,,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,323.0,66.0,0.0,488.0,30.0,71.0,38.0,0.0,139.0,,,,,,,,,,
Jeff Davis,Whitehead 2,642.0,,,,,,,,,,,463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,202.0,45.0,0.0,431.0,13.0,10.0,9.0,0.0,32.0,,,,,,,,,,
Jeff Davis,Ocmulgee 1,1399.0,,,,,,,,,,,931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,523.0,100.0,0.0,799.0,42.0,62.0,28.0,0.0,132.0,,,,,,,,,,
Jeff Davis,Ocmulgee 2,499.0,,,,,,,,,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,127.0,34.0,0.0,267.0,8.0,26.0,26.0,0.0,60.0,,,,,,,,,,
Chattooga,Coldwater,248.0,25.0,80.0,14.0,0.0,119.0,10.0,27.0,24.0,0.0,61.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Dirtseller,186.0,44.0,57.0,5.0,0.0,106.0,4.0,10.0,5.0,0.0,19.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattooga,Haywood,169.0,70.0,23.0,3.0,0.0,96.0,12.0,1.0,5.0,1.0,19.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
